Customer_ID,Timestamp,ingresos,puntos_lealtad,gastos_mensuales,pais
92,22/06/2000,47975.11,4132.0,1194.53,mex
93,15/03/2002,44808.13,4603.0,1916.42,rusia
94,18/01/2012,11503.46,5736.0,9396.08,afganistan
95,25/01/2017,43003.08,759.0,556.47,México
96,,20706.97,3023.0,4520.46,
97,26/01/2000,21738.56,905.0,2515.99,NICA
98,17/12/2002,14510.2,71.0,3100.52,Canadá
99,20/04/2017,49565.88,7964.0,9701.07,españa
100,22/01/1984,27925.61,3982.0,9875.0,China
101,28/05/1990,38373.52,6160.0,8804.24,USA
102,01/04/2016,36370.61,,945.68,Ind
103,30/08/2015,2348.66,50.0,1468.7,nicaragua
104,20/05/2014,,947.0,8669.84,peruColombia
105,23/11/1997,4673.28,2176.0,5549.88,España
106,31/10/1986,10015.96,5642.0,7296.51,corea
107,21/09/1985,1247.81,4051.0,2462.1,Argentina
108,11/03/2022,,3532.0,,Japon
109,09/10/1987,14889.6,374.0,4813.21,jap
110,12/12/1997,24713.84,2765.0,3798.7,argentinaAfganistan
111,20/09/1985,10082.38,3529.0,9653.58,peruColombia
112,18/03/2009,3208.05,4505.0,4288.42,rusia
113,01/01/1983,42671.88,4492.0,1065.44,RUS
114,27/03/1991,24623.09,4558.0,9851.73,Peru
115,25/09/1988,43443.67,5776.0,7655.11,us
116,08/08/1999,,7476.0,7022.68,ARG
117,10/08/2015,49848.09,5867.0,9912.47,mx
118,29/01/2024,,4098.0,3479.49,CA
119,22/04/2022,25117.19,3757.0,5818.6,Argentina
120,08/09/1990,30751.98,6707.0,8325.45,us
121,03/09/2005,39334.82,4438.0,5559.81,jap
122,17/05/2020,48660.85,3136.0,1376.89,COREA
123,17/09/1986,48346.71,219.0,4338.52,peruColombia
124,15/02/2016,14169.42,644.0,8501.23,jap
125,07/07/2011,27309.56,4395.0,7027.07,CHINA
126,04/08/2008,43755.95,,552.97,Canadá
127,10/06/1985,34752.21,3156.0,8010.7,Canadá
128,18/01/2011,27197.56,659.0,3854.44,China
129,19/10/1995,5898.18,3404.0,3912.98,PE CAUSA
130,16/06/1997,6659.56,,7242.96,nicaragua
131,01/11/2000,30165.32,3843.0,9844.33,COREA
132,17/08/2023,13274.65,,9605.11,CA
133,02/09/1991,4413.9,1230.0,5939.85,corea
134,18/05/2015,21373.04,392.0,2730.89,UCRANIA
135,25/05/2024,1397.36,6117.0,9707.99,COL
136,18/03/1994,11111.79,4893.0,5956.46,India
137,28/01/2014,11612.46,,1094.44,España
138,18/03/2008,47251.08,5605.0,138.15,Ucrania
139,13/10/1994,40600.98,1530.0,6608.35,nicaragua
140,06/07/2005,11227.07,4078.0,5780.91,Ucrania
141,04/04/2007,,3270.0,2697.25,nicaragua
142,31/08/2006,6055.72,9336.0,9076.88,mex
143,12/07/1989,8198.36,7504.0,5467.23,canada
144,01/02/2001,33499.56,,253.96,peruColombia
145,07/12/2006,2753.56,,4672.97,colombia
146,13/02/1992,9433.67,6539.0,5013.62,colombia
147,17/08/1990,5600.22,7001.0,,India
148,,21147.58,8475.0,4566.9,CA
149,04/08/2018,32956.95,7735.0,267.91,México
150,25/08/2011,33836.29,2868.0,1353.31,MEXICO
151,07/11/2004,5925.45,4174.0,,mx
152,14/04/1988,49817.63,5007.0,6349.95,china
153,04/08/2001,37611.95,9656.0,8685.71,peruColombia
154,04/04/2007,36164.38,9544.0,9325.44,España
155,10/10/2008,17769.68,4794.0,1912.08,Ind
156,29/01/2025,,801.0,9216.26,Ucrania
157,09/07/1997,7332.98,5945.0,,mex
158,13/05/2013,,2322.0,7199.99,México
159,05/05/2010,11395.22,194.0,6740.26,India
160,10/03/2024,19589.67,3666.0,5602.38,canada
161,08/03/2013,37129.45,4457.0,3188.51,jap
162,23/04/2008,46550.36,506.0,3283.0,ES
163,,34244.96,,4369.6,corea
164,18/04/1996,41568.27,8882.0,8976.25,mx
165,28/03/2020,6000.78,135.0,5159.07,ES
166,,30723.78,8996.0,3657.08,España
167,02/10/1995,8164.62,9959.0,,Estados Unidos
168,27/04/2011,34109.47,,827.78,ES
169,05/09/1989,27490.47,7538.0,,canada
170,12/06/2008,3785.3,3480.0,7715.67,
171,02/05/1987,25131.29,1958.0,8067.76,India
172,23/12/2024,30792.36,3330.0,,nicaragua
173,,27314.41,8054.0,1754.03,España
174,07/12/2022,16174.66,3861.0,4753.31,China
175,31/03/2011,31574.04,2154.0,7934.86,México
176,,31569.15,7224.0,7008.45,
177,25/05/2013,4431.68,,6458.05,Nicaragua
178,19/06/2021,26388.16,6766.0,9983.41,CA
179,21/04/2012,49070.4,9966.0,7558.81,NICA
180,08/02/2012,14245.9,2596.0,655.39,UCRANIA
181,29/06/2009,48145.22,7027.0,6295.96,UCRANIA
182,27/01/2010,,,6643.81,CHINA
183,,9285.37,4100.0,9514.96,peruColombia
184,,43524.63,5314.0,5165.52,india
185,22/09/1984,43536.61,9330.0,1666.83,argentinaAfganistan
186,03/08/1983,34179.85,1394.0,6069.91,Nicaragua
187,30/11/1988,44626.77,4926.0,9288.16,India
188,07/04/2013,49293.0,6499.0,,us
189,29/09/2005,4723.1,1436.0,3554.65,UCRANIA
190,09/02/1996,,403.0,1530.91,MEXICO
191,,17997.17,5845.0,449.29,USA
192,14/12/2007,36495.91,7418.0,942.75,NICA
193,12/12/2014,42921.88,8622.0,882.36,rusia
194,27/03/2002,22729.5,3624.0,3851.53,ES
195,14/10/2011,8974.76,4065.0,8740.22,japon
196,,48681.67,3713.0,6112.24,ES
197,01/04/2025,33745.6,4724.0,5903.68,Ind
198,12/08/2019,49158.8,3538.0,8595.91,corea
199,,28258.29,8486.0,2514.57,Japon
200,29/01/1993,30707.41,1009.0,5540.04,India
201,02/05/1996,44710.32,2460.0,5966.31,corea
202,06/03/2012,5060.26,699.0,1998.1,mx
203,,,7661.0,3775.63,china
204,21/02/1999,13002.21,5723.0,6187.68,RUS
205,19/11/1991,31490.73,9250.0,4494.23,AFG
206,27/11/1996,15222.14,9914.0,6105.99,corea
207,05/05/1987,15570.85,8348.0,3385.66,CA
208,17/11/1986,28438.78,,2088.48,Ucrania
209,17/09/1994,47911.09,9091.0,633.16,china
210,,35568.61,1818.0,9440.27,México
211,30/01/2012,32671.29,4916.0,8026.37,AFG
212,10/11/2004,36228.03,4159.0,9739.06,peruColombia
213,08/01/1992,11806.13,4792.0,3377.3,india
214,29/12/2018,20763.53,6141.0,6797.67,MEXICO
215,22/08/2012,35746.84,3913.0,4949.12,CHINA
216,30/01/2024,26363.18,733.0,7854.17,USA
217,09/10/1983,,220.0,6380.51,ES
218,14/07/1983,31932.04,9605.0,8202.16,CHINA
219,25/04/2001,20733.67,6559.0,3308.4,Ucrania
220,18/09/2002,41169.12,1149.0,253.6,Estados Unidos
221,15/03/2016,11989.39,24.0,5836.98,CA
222,21/07/1984,45348.68,2539.0,7978.17,NICA
223,14/04/1984,33505.66,4572.0,9171.42,rusia
224,,21667.93,7798.0,587.82,nicaragua
225,29/06/2017,46325.37,7494.0,8142.31,Nicaragua
226,12/09/1985,7685.33,,2727.4,Rusia
227,,3234.84,6487.0,5235.92,Argentina
228,,25331.39,3004.0,4846.94,españa
229,22/11/2014,48502.66,9205.0,6566.39,MEXICO
230,,6230.5,9720.0,2416.96,Argentina
231,16/02/2009,,3915.0,2815.08,USA
232,06/06/1997,,2863.0,6527.87,Ucrania
233,17/10/2011,29412.45,6251.0,2407.38,USA
234,,4114.07,7660.0,3409.29,corea
235,04/06/2014,44673.2,5086.0,1600.69,CHINA
236,13/01/2005,28638.17,9545.0,,Estados Unidos
237,,48053.94,1683.0,2076.0,china
238,24/12/2023,48811.45,2335.0,1075.27,COL
239,09/01/2016,,4462.0,1536.36,corea
240,11/02/2014,1341.38,6792.0,7028.05,corea
241,07/06/2004,12830.3,7506.0,657.81,mex
242,03/02/2006,43282.1,2131.0,5045.26,Nicaragua
243,20/06/1985,,3784.0,5976.58,china
244,05/07/1998,1954.82,4084.0,2072.24,MEXICO
245,26/04/2000,1094.77,6976.0,4566.72,peruColombia
246,21/10/2004,3168.14,9553.0,2311.76,canada
247,17/01/2023,46338.63,2611.0,9919.37,CHINA
248,15/02/2000,19503.25,8385.0,547.57,MEXICO
249,16/08/1983,31454.3,46.0,8205.47,PE CAUSA
250,17/03/1990,37471.25,4976.0,1542.67,Estados Unidos
251,24/07/1999,39639.18,2556.0,5731.27,COL
252,27/08/1984,21799.87,224.0,2620.19,Peru
253,21/02/2007,42303.28,4368.0,6189.19,nicaragua
254,25/10/2003,39222.86,5892.0,2615.5,afganistan
255,27/05/2024,,1112.0,7250.63,España
256,13/01/2019,42301.96,6490.0,2101.06,afganistan
257,04/03/2001,6042.31,6782.0,2085.66,USA
258,24/07/2007,11005.44,,,japon
259,27/07/2023,36496.69,,564.58,mex
260,06/04/2018,19369.1,4671.0,4186.67,España
261,09/11/1997,12662.18,1062.0,,CHINA
262,14/03/1988,,1532.0,3554.21,India
263,20/09/2013,34916.08,4087.0,2151.23,India
264,29/12/2007,18082.03,8081.0,3403.8,colombia
265,22/02/2003,30881.31,8434.0,4525.92,corea
266,09/04/2000,16832.17,8879.0,4682.29,ucraia
267,30/01/1994,9611.13,7380.0,6954.04,Rusia
268,04/04/1985,48031.93,6590.0,3966.95,COREA
269,06/09/2016,38122.41,,1732.29,canada
270,14/09/2014,33959.06,7190.0,5968.19,
271,14/04/2018,33099.63,2046.0,3713.93,México
272,02/06/1984,44955.7,2863.0,2004.45,Japon
273,13/04/1987,32685.53,3248.0,8479.61,us
274,09/11/2019,28073.73,2722.0,5764.07,PE CAUSA
275,09/12/1983,26245.37,1041.0,7561.1,peruColombia
276,30/04/2002,15857.21,6524.0,8580.64,ARG
277,01/12/1995,,,6964.93,MEXICO
278,20/07/1990,14312.79,2557.0,517.33,MEXICO
279,05/02/1997,23987.48,2935.0,2104.91,Rusia
280,06/08/1983,35496.53,6952.0,,ucraia
281,23/07/2013,25986.78,791.0,4224.14,Peru
282,22/05/1997,48753.37,8038.0,3017.53,Peru
283,21/09/1994,29656.89,8425.0,8474.17,ucraia
284,29/07/2024,4411.49,7.0,9848.51,India
285,06/08/2022,20637.21,9531.0,937.61,CHINA
286,,29262.12,1408.0,2819.91,Argentina
287,08/03/1992,37346.91,6578.0,7951.67,ARG
288,,30643.26,9586.0,4062.58,ARG
289,06/01/2017,33963.89,1679.0,3070.71,MEXICO
290,20/06/2011,30876.36,6277.0,4922.74,CA
291,14/08/2007,2865.5,3667.0,4755.63,rusia
292,18/10/1985,5625.81,,8244.7,Canadá
293,,2372.52,3794.0,5769.2,Argentina
294,14/07/1984,4313.74,6713.0,4299.12,afganistan
295,18/10/2009,38219.05,8209.0,1737.15,Estados Unidos
296,07/06/1994,2642.98,4239.0,,Ind
297,23/04/2000,25055.14,9617.0,411.85,india
298,18/03/2004,49400.02,1618.0,,Estados Unidos
299,06/04/2016,13287.51,,5600.16,ARG
300,05/03/2023,22542.76,4509.0,8551.67,Canadá
301,,9923.06,4405.0,9150.11,China
302,27/01/2009,23060.96,7203.0,,COL
303,24/06/2007,33929.76,4991.0,2679.28,India
304,03/10/2001,16685.56,992.0,4266.26,Canadá
305,,32538.52,3863.0,,Peru
306,10/01/1999,,7629.0,6341.16,India
307,,39845.53,3369.0,7645.13,ucraia
308,31/07/2013,28857.72,2411.0,9095.14,China
309,23/03/2021,47504.72,,7109.71,ARG
310,19/01/2022,29724.3,7689.0,2617.24,India
311,15/01/2002,28462.71,1654.0,7919.88,ES
312,01/05/1987,46511.27,8745.0,5179.45,NICA
313,04/02/2025,11762.66,4984.0,2087.73,UCRANIA
314,04/04/2002,21744.29,8992.0,3766.72,NICA
315,25/03/1984,43204.01,4164.0,8529.34,Rusia
316,16/10/1991,45278.75,5710.0,5378.73,NICA
317,12/11/2006,27993.76,1540.0,6439.24,ARG
318,,,1018.0,1103.56,COL
319,17/03/2006,,836.0,9659.92,china
320,24/08/1984,15254.01,2006.0,4559.46,Argentina
321,10/04/2016,31464.88,6365.0,7575.76,COL
322,08/08/1984,42680.1,,2341.54,México
323,16/12/1983,46054.31,355.0,5901.31,nicaragua
324,23/01/2008,30195.58,6665.0,9667.87,España
325,20/10/2003,37198.75,6366.0,1031.85,USA
326,08/04/1986,9539.24,1953.0,292.68,UCRANIA
327,27/09/2015,43183.55,8936.0,,PE CAUSA
328,28/01/2014,39150.55,7180.0,3795.18,Japon
329,15/06/2003,34330.69,2746.0,3342.75,Rusia
330,23/11/2020,3290.45,1718.0,4704.66,españa
331,31/10/2010,11503.07,8173.0,7312.29,México
332,08/12/1997,36049.94,3061.0,3451.54,corea
333,09/12/2001,2027.9,2151.0,5707.77,ARG
334,16/07/2008,38756.98,8106.0,6786.49,Peru
335,12/12/1997,33100.19,4148.0,8240.24,Ucrania
336,18/11/1991,8804.81,9274.0,8624.75,japon
337,12/08/2011,1523.35,3895.0,2085.23,China
338,17/06/2008,45197.96,8142.0,4421.34,jap
339,12/04/2010,1094.47,5256.0,5069.6,Ind
340,25/09/1985,45955.85,1222.0,3679.19,CHINA
341,12/04/2016,48314.64,3901.0,7691.74,España
342,30/12/1984,6420.03,5549.0,6360.93,Japon
343,23/03/2003,10624.63,9566.0,6279.71,india
344,27/08/2003,,4114.0,9928.67,ES
345,15/03/1986,,1387.0,639.02,CA
346,04/01/2004,2660.27,8327.0,1714.41,corea
347,28/01/2021,23738.96,4052.0,1911.42,RUS
348,07/12/1984,29310.28,8362.0,9263.12,Argentina
349,03/04/2004,12412.49,5583.0,8210.62,MEXICO
350,25/07/1997,49561.49,,8759.41,CHINA
351,20/10/2000,46724.35,5667.0,186.15,USA
352,22/10/1988,42597.11,2523.0,,Ucrania
353,17/06/2003,,7728.0,2525.31,canada
354,16/10/1999,27914.78,8048.0,6497.23,CHINA
355,,12966.18,3631.0,5542.98,Rusia
356,01/08/1989,35949.88,,9014.99,Nicaragua
357,01/06/2004,17740.88,8053.0,,ARG
358,13/04/2014,48990.64,9458.0,5733.89,japon
359,31/12/2002,27203.13,9773.0,8901.69,argentinaAfganistan
360,21/08/1992,21751.88,2344.0,3448.31,PE CAUSA
361,06/12/2007,18001.06,2548.0,945.6,Japon
362,29/10/1995,2156.73,4705.0,2867.49,ARG
363,,,,2187.4,CHINA
364,18/12/2000,5659.98,2801.0,7743.4,Ind
365,25/08/1997,31566.19,7220.0,9402.6,AFG
366,14/04/1996,32447.6,6789.0,2815.32,AFG
367,,6683.25,8264.0,8397.76,españa
368,12/03/2006,7585.13,5862.0,404.17,Ucrania
369,10/03/2014,26174.72,,3574.3,china
370,24/04/2020,38211.95,3086.0,4177.23,jap
371,07/04/1991,22245.94,7248.0,7135.58,jap
372,29/12/1990,3696.39,5836.0,1643.74,Japon
373,12/02/2009,16686.63,3229.0,392.44,peruColombia
374,16/10/2015,29013.37,7207.0,8499.38,corea
375,01/12/1993,31752.62,6198.0,9837.01,jap
376,13/08/2011,38813.7,9114.0,2307.53,CA
377,13/03/2004,41822.23,1474.0,3604.68,argentinaAfganistan
378,18/10/1996,6874.15,942.0,6912.58,Argentina
379,22/07/2014,18656.6,,1026.45,canada
380,06/06/2020,49938.77,8483.0,9337.26,CA
381,22/04/1985,23706.91,4322.0,2671.89,España
382,24/09/1983,44518.13,6208.0,4466.78,CA
383,05/12/2015,43654.3,6279.0,2319.03,Canadá
384,06/10/1995,48942.6,4704.0,4267.02,argentinaAfganistan
385,06/08/1991,22564.19,849.0,643.81,jap
386,10/03/2007,47202.5,5944.0,5627.37,USA
387,18/01/1983,37056.11,1029.0,1143.19,PE CAUSA
388,06/03/2024,25052.41,2769.0,3355.68,México
389,24/05/1992,,9501.0,5102.17,Ind
390,12/06/2014,,4007.0,7558.27,Argentina
391,05/04/2005,38055.34,3096.0,622.07,us
392,25/10/2010,28019.39,6488.0,9980.41,peruColombia
393,20/07/2009,47963.98,3440.0,8252.31,UCRANIA
394,13/04/1985,1462.45,4727.0,354.54,COREA
395,06/01/2015,27658.39,3549.0,3522.02,Rusia
396,21/01/2021,14863.04,5419.0,3704.08,NICA
397,25/06/2017,1109.17,7299.0,,ES
398,,25789.85,2049.0,529.95,MEXICO
399,22/12/2008,47770.74,9441.0,6072.45,afganistan
400,21/11/2017,41092.09,9548.0,8076.77,mx
401,05/11/1986,,2109.0,4979.89,china
402,30/09/1999,36081.88,8325.0,4136.92,AFG
403,29/03/2024,27252.95,5614.0,5828.87,jap
404,14/02/1983,27870.62,5816.0,618.23,ucraia
405,03/10/1998,42509.43,1893.0,3028.52,china
406,08/06/2014,1955.62,2646.0,5587.38,afganistan
407,,,1521.0,3505.43,MEXICO
408,13/08/2022,15787.28,778.0,6542.37,CA
409,15/11/1998,30094.39,1377.0,,colombia
410,20/09/2014,18027.49,,6405.81,India
411,26/05/2019,,3036.0,1680.97,mx
412,13/12/2011,5402.14,5224.0,420.24,UCRANIA
413,27/01/1988,30865.5,9189.0,2529.18,jap
414,16/08/2019,27397.29,9809.0,,us
415,03/06/2019,,6450.0,8247.92,China
416,,15634.6,2292.0,8724.44,España
417,24/01/2010,3288.56,1400.0,4061.99,mx
418,05/08/2022,24603.39,4472.0,5950.65,colombia
419,14/05/1989,19147.7,3001.0,645.66,jap
420,21/06/1997,15035.84,9229.0,9263.36,corea
421,10/09/1989,38802.15,3896.0,,peruColombia
422,22/12/1986,22801.63,1586.0,7803.79,MEXICO
423,09/09/2002,38027.37,,2119.77,UCRANIA
424,03/05/1992,16804.28,8269.0,1405.17,jap
425,14/09/1994,15099.48,1494.0,8953.62,PE CAUSA
426,10/03/2005,21459.71,7973.0,9430.87,japon
427,12/09/2005,36587.62,,4644.05,COL
428,24/07/2015,39156.21,9961.0,,Ucrania
429,27/10/2020,26620.19,4237.0,6985.19,ucraia
430,16/08/2006,18428.77,679.0,8172.58,mx
431,28/02/2004,23028.4,6504.0,7170.91,argentinaAfganistan
432,20/06/2022,7795.53,7904.0,7986.64,ucraia
433,15/04/2024,35075.77,7565.0,6734.21,Ucrania
434,09/01/2021,20758.61,1635.0,1241.85,Argentina
435,05/05/1988,34294.79,5112.0,1249.69,mex
436,14/02/2001,36253.63,1088.0,2397.64,ES
437,15/04/2000,39426.36,7655.0,199.4,Canadá
438,24/01/2018,38294.68,2287.0,4298.65,España
439,15/06/2017,4715.15,4084.0,2603.99,AFG
440,26/06/1991,43968.69,7671.0,2847.95,México
441,,49395.64,1298.0,5094.68,españa
442,23/05/1998,15584.36,1933.0,1812.98,China
443,18/08/1986,27732.2,383.0,9809.9,corea
444,14/09/2012,28104.25,5873.0,9318.41,CHINA
445,04/08/1991,40423.39,,8642.85,mex
446,06/06/2000,19033.09,9293.0,9641.97,COL
447,,2085.91,9740.0,4308.42,USA
448,,1654.35,5935.0,2583.02,ucraia
449,19/09/1985,21687.42,6651.0,1585.43,mex
450,14/02/2025,31613.92,,8802.57,COL
451,,19783.43,2701.0,,ES
452,05/07/2021,37888.29,7203.0,4367.79,MEXICO
453,10/09/2015,,4808.0,211.96,AFG
454,27/01/2008,22835.97,6972.0,4883.87,japon
455,21/05/2019,17976.37,4016.0,4435.45,ES
456,24/08/2010,3354.6,2058.0,5027.87,CHINA
457,24/12/1988,2575.3,1942.0,5329.15,china
458,12/04/1988,21806.39,9819.0,,canada
459,04/06/2002,13827.0,647.0,7010.27,México
460,28/09/1993,,485.0,5825.5,USA
461,27/05/2006,34255.56,843.0,8435.83,afganistan
462,29/08/2023,23439.49,461.0,3072.93,Ind
463,22/03/1999,8016.26,158.0,7427.68,CA
464,26/01/2014,10978.41,108.0,9673.67,afganistan
465,,1937.23,5256.0,481.71,NICA
466,26/09/2004,30776.67,254.0,1587.98,Rusia
467,11/06/1993,12179.25,3625.0,,PE CAUSA
468,22/04/1984,29965.2,5328.0,6506.44,AFG
469,10/06/2006,49699.52,,9138.81,USA
470,10/05/2004,2438.96,7321.0,,rusia
471,31/03/2015,15282.41,1785.0,3523.0,corea
472,06/01/2020,27558.1,1673.0,2727.49,colombia
473,14/02/2005,34417.81,8858.0,9157.7,us
474,04/10/1997,38708.93,5278.0,,ucraia
475,,34358.11,6914.0,,USA
476,,26619.93,5692.0,4494.1,AFG
477,08/01/2010,35965.5,1472.0,5955.72,PE CAUSA
478,18/06/1999,2722.1,7555.0,7056.14,España
479,05/11/1983,,,5336.65,China
480,02/09/2011,30988.15,2326.0,4030.0,Japon
481,18/04/1999,38521.47,478.0,4529.21,jap
482,,14563.01,8654.0,170.57,Rusia
483,20/11/1990,,8403.0,4325.67,NICA
484,02/12/1983,29349.62,6387.0,817.07,Canadá
485,02/02/1998,7048.75,1745.0,2725.05,Ucrania
486,15/11/2014,10852.49,2618.0,5653.67,COREA
487,24/06/1999,4685.75,3611.0,317.02,ES
488,,32293.26,,3986.97,españa
489,03/08/1995,49716.76,1868.0,2179.76,MEXICO
490,05/02/2016,39475.84,552.0,249.67,argentinaAfganistan
491,11/10/2023,29258.37,6066.0,,COREA
492,19/06/1998,11726.86,3782.0,5023.51,Canadá
493,03/12/1985,20653.44,5154.0,1440.66,canada
494,24/06/2003,45383.27,,4873.41,RUS
495,21/01/2018,48305.51,8041.0,9201.52,PE CAUSA
496,22/08/2000,39408.85,6021.0,8290.42,
497,02/06/2017,40343.83,7355.0,638.5,us
498,,16097.56,4767.0,4989.6,mx
499,23/11/2010,46130.64,3915.0,3754.49,CA
500,24/05/2019,,4798.0,3775.9,UCRANIA
501,16/03/2001,11005.59,8142.0,1174.16,NICA
502,15/12/2005,34451.41,1621.0,1055.33,Ind
503,01/01/2019,27999.07,1125.0,4430.42,Ucrania
504,05/01/2018,35669.24,,7878.27,japon
505,26/10/2001,3349.91,1038.0,9415.04,USA
506,05/05/1997,16517.26,7461.0,5824.79,Canadá
507,13/08/2023,21004.43,7410.0,9038.72,rusia
508,18/03/2005,49602.33,761.0,7098.56,Ucrania
509,26/12/2015,10114.97,5230.0,6718.09,CA
510,11/07/2005,,6962.0,4554.97,Canadá
511,15/12/2013,46684.29,8981.0,4458.28,Peru
512,,5863.61,3595.0,511.53,Japon
513,29/06/2010,44047.27,2188.0,2411.17,corea
514,27/02/2008,28828.66,8414.0,8182.8,RUS
515,22/03/1991,36469.73,6762.0,7653.5,CA
516,25/03/2000,20411.8,4194.0,257.28,Peru
517,21/09/2017,17652.72,1676.0,7777.83,CHINA
518,28/01/1997,10880.42,9091.0,630.9,MEXICO
519,21/12/1995,45790.37,4871.0,8610.67,Estados Unidos
520,20/09/2008,9842.43,1025.0,3959.71,india
521,27/08/1998,29773.7,1259.0,2471.38,UCRANIA
522,14/07/2000,33420.13,9124.0,6016.99,canada
523,18/04/1999,43177.01,9040.0,654.86,mx
524,29/06/1995,32021.42,,8490.17,México
525,27/05/1994,26524.81,1813.0,4635.06,PE CAUSA
526,22/07/2019,24505.56,2220.0,867.18,China
527,,48785.13,5672.0,4200.61,corea
528,24/07/2021,2678.03,5102.0,9303.18,CA
529,18/06/2024,3597.59,4799.0,116.17,nicaragua
530,23/10/2006,11246.71,3623.0,,afganistan
